date,province,confirmed,suspected,cured,dead,Days,net_confirmed
20220221,上海市,4035,393,3794,7,747,234
20220222,上海市,4084,393,3804,7,748,273
20220223,上海市,4108,393,3812,7,749,289
20220224,上海市,4167,393,3820,7,750,340
20220225,上海市,4222,393,3830,7,751,385
20220226,上海市,4265,393,3841,7,752,417
20220227,上海市,4310,393,3851,7,753,452
20220228,上海市,4351,393,3863,7,754,481
20220301,上海市,4388,393,3871,7,755,510
20220302,上海市,4388,393,3871,7,756,510
20220303,上海市,4475,393,3888,7,757,580
20220304,上海市,4502,393,3900,7,758,595
20220305,上海市,4527,393,3908,7,759,612
20220306,上海市,4562,393,3973,7,760,582
20220307,上海市,4602,393,4000,7,761,595
20220308,上海市,4631,393,4032,7,762,592
20220309,上海市,4677,393,4032,7,763,638
20220310,上海市,4720,393,4067,7,764,646
20220311,上海市,4747,393,4067,7,765,673
20220312,上海市,4761,393,4113,7,766,641
20220313,上海市,4818,393,4113,7,767,698
20220314,上海市,4839,393,4161,7,768,671
20220315,上海市,4854,393,4194,7,769,653
20220316,上海市,4877,393,4194,7,770,676
20220317,上海市,4944,393,4281,7,771,656
20220318,上海市,4964,393,4307,7,772,650
20220319,上海市,4986,393,4428,7,773,551
20220320,上海市,5027,393,4472,7,774,548
20220321,上海市,5066,393,4612,7,775,447
20220322,上海市,5080,393,4635,7,776,438
20220323,上海市,5094,393,4716,7,777,371
20220324,上海市,5135,393,4779,7,778,349
20220325,上海市,5135,393,4779,7,779,349
20220326,上海市,5235,393,4833,7,780,395
20220327,上海市,5295,393,4870,7,781,418
20220328,上海市,5402,393,4898,7,782,497
20220329,上海市,5731,393,4941,7,783,783
20220330,上海市,6089,393,4972,7,784,1110
20220331,上海市,6454,393,4998,7,785,1449
20220401,上海市,6716,393,5039,7,786,1670
20220402,上海市,6716,393,5039,7,787,1670
20220403,上海市,7593,393,5098,7,788,2488
20220404,上海市,7864,393,5125,7,789,2732
20220405,上海市,8179,393,5168,7,790,3004
20220406,上海市,8508,393,5213,7,791,3288
20220407,上海市,9336,393,5272,7,792,4057
20220408,上海市,10353,393,5391,7,793,4955
20220409,上海市,11368,393,5616,7,794,5745
20220410,上海市,12285,393,5916,7,795,6362
20220411,上海市,13283,393,6295,7,796,6981
20220412,上海市,14473,393,6648,7,797,7818
20220413,上海市,17046,393,7389,7,798,9650
20220414,上海市,20246,393,7932,7,799,12307
20220415,上海市,23840,393,8913,7,800,14920
20220416,上海市,27080,393,9286,7,801,17787
20220417,上海市,29500,393,10019,10,802,19471
20220418,上海市,32584,393,11230,17,803,21337
20220419,上海市,35079,393,12912,24,804,22143
20220420,上海市,37714,393,14085,32,805,23597
20220421,上海市,39645,393,15838,43,806,23764
20220422,上海市,42381,393,17717,55,807,24609
20220423,上海市,43782,393,19960,94,808,23728
20220424,上海市,46254,393,22411,145,809,23698
20220425,上海市,47915,393,24354,197,810,23364
20220426,上海市,49521,393,26994,245,811,22282
20220427,上海市,50813,393,29304,292,812,21217
20220428,上海市,56302,393,31784,344,813,24174
20220429,上海市,57552,393,34591,391,814,22570
