date,province,confirmed,suspected,cured,dead,Days,net_confirmed
20220701,天津市,2011,50,1968,3,912,40
20220702,天津市,2011,50,1969,3,913,39
20220703,天津市,2012,50,1976,3,914,33
20220704,天津市,2016,50,1979,3,915,34
20220705,天津市,2017,50,1980,3,916,34
20220706,天津市,2018,50,1985,3,917,30
20220707,天津市,2023,50,1986,3,918,34
20220708,天津市,2026,50,1988,3,919,35
20220709,天津市,2027,50,1989,3,920,35
20220710,天津市,2029,50,1989,3,921,37
20220711,天津市,2033,50,1991,3,922,39
20220712,天津市,2035,50,1993,3,923,39
20220713,天津市,2036,50,1995,3,924,38
20220714,天津市,2038,50,2001,3,925,34
20220715,天津市,2046,50,2002,3,926,41
20220716,天津市,2050,50,2004,3,927,43
20220717,天津市,2052,50,2006,3,928,43
20220718,天津市,2060,50,2006,3,929,51
20220719,天津市,2065,50,2006,3,930,56
20220720,天津市,2066,50,2009,3,931,54
20220721,天津市,2068,50,2012,3,932,53
20220722,天津市,2073,50,2012,3,933,58
20220723,天津市,2075,50,2019,3,934,53
20220724,天津市,2077,50,2026,3,935,48
20220725,天津市,2078,50,2033,3,936,42
20220726,天津市,2079,50,2034,3,937,42
20220727,天津市,2079,50,2038,3,938,38
20220728,天津市,2080,50,2039,3,939,38
20220729,天津市,2080,50,2042,3,940,35
20220730,天津市,2081,50,2042,3,941,36
20220731,天津市,2083,50,2048,3,942,32
